funcid,dim,milestone,error
26,30,1,1.174466e+04
26,30,2,1.061202e+04
26,30,3,1.059442e+04
26,30,5,1.059338e+04
26,30,10,1.059282e+04
26,30,20,1.059280e+04
26,30,30,1.059280e+04
26,30,40,1.059280e+04
26,30,50,1.059280e+04
26,30,60,1.059280e+04
26,30,70,1.059280e+04
26,30,80,1.059280e+04
26,30,90,1.059280e+04
26,30,100,1.059280e+04
26,30,1,1.243971e+04
26,30,2,1.203960e+04
26,30,3,1.154798e+04
26,30,5,1.150219e+04
26,30,10,1.148456e+04
26,30,20,1.148456e+04
26,30,30,1.148456e+04
26,30,40,9.784151e+03
26,30,50,9.784151e+03
26,30,60,9.784151e+03
26,30,70,7.413693e+03
26,30,80,7.350436e+03
26,30,90,7.350436e+03
26,30,100,7.350436e+03
26,30,1,1.172393e+04
26,30,2,1.049341e+04
26,30,3,9.409630e+03
26,30,5,9.408671e+03
26,30,10,9.408671e+03
26,30,20,9.408671e+03
26,30,30,9.408671e+03
26,30,40,9.408671e+03
26,30,50,9.408671e+03
26,30,60,9.408671e+03
26,30,70,9.408671e+03
26,30,80,9.408671e+03
26,30,90,9.408671e+03
26,30,100,9.408671e+03
26,30,1,1.439187e+04
26,30,2,1.379566e+04
26,30,3,1.378357e+04
26,30,5,1.378357e+04
26,30,10,1.300575e+04
26,30,20,1.007155e+04
26,30,30,9.585186e+03
26,30,40,9.585186e+03
26,30,50,9.585186e+03
26,30,60,9.585186e+03
26,30,70,9.585186e+03
26,30,80,9.585186e+03
26,30,90,9.585186e+03
26,30,100,9.585186e+03
26,30,1,1.292095e+04
26,30,2,1.113303e+04
26,30,3,1.097327e+04
26,30,5,1.074731e+04
26,30,10,1.074731e+04
26,30,20,1.074731e+04
26,30,30,1.074731e+04
26,30,40,1.074731e+04
26,30,50,1.074731e+04
26,30,60,1.074731e+04
26,30,70,1.074731e+04
26,30,80,1.074731e+04
26,30,90,1.074731e+04
26,30,100,1.074731e+04
26,30,1,1.282884e+04
26,30,2,1.107902e+04
26,30,3,1.056560e+04
26,30,5,1.004186e+04
26,30,10,9.953792e+03
26,30,20,9.953792e+03
26,30,30,9.953792e+03
26,30,40,9.953792e+03
26,30,50,9.953792e+03
26,30,60,9.953792e+03
26,30,70,9.953792e+03
26,30,80,9.953792e+03
26,30,90,9.953792e+03
26,30,100,9.953792e+03
26,30,1,1.566120e+04
26,30,2,1.566104e+04
26,30,3,1.566104e+04
26,30,5,1.566104e+04
26,30,10,1.566104e+04
26,30,20,1.171300e+04
26,30,30,1.171300e+04
26,30,40,1.171300e+04
26,30,50,1.171300e+04
26,30,60,1.171300e+04
26,30,70,1.171300e+04
26,30,80,1.171300e+04
26,30,90,1.171300e+04
26,30,100,1.171300e+04
26,30,1,3.155550e+03
26,30,2,1.785382e+03
26,30,3,1.784870e+03
26,30,5,1.784840e+03
26,30,10,1.784840e+03
26,30,20,1.784840e+03
26,30,30,1.784840e+03
26,30,40,1.784840e+03
26,30,50,1.784840e+03
26,30,60,1.784840e+03
26,30,70,1.784840e+03
26,30,80,1.784840e+03
26,30,90,1.784840e+03
26,30,100,1.784840e+03
26,30,1,1.260594e+04
26,30,2,1.260593e+04
26,30,3,1.260593e+04
26,30,5,1.260593e+04
26,30,10,1.260593e+04
26,30,20,1.260593e+04
26,30,30,1.260593e+04
26,30,40,1.260593e+04
26,30,50,1.260593e+04
26,30,60,1.260593e+04
26,30,70,1.260593e+04
26,30,80,1.260593e+04
26,30,90,1.260593e+04
26,30,100,1.260593e+04
26,30,1,1.701979e+04
26,30,2,1.545328e+04
26,30,3,1.545328e+04
26,30,5,1.545328e+04
26,30,10,1.545328e+04
26,30,20,1.545328e+04
26,30,30,1.545328e+04
26,30,40,1.545328e+04
26,30,50,1.545328e+04
26,30,60,9.668644e+03
26,30,70,9.668644e+03
26,30,80,9.668644e+03
26,30,90,9.668644e+03
26,30,100,9.668644e+03
