funcid,dim,milestone,error
3,30,1,8.935255e+11
3,30,2,2.486113e+05
3,30,3,2.446979e+05
3,30,5,2.377319e+05
3,30,10,2.274503e+05
3,30,20,1.908625e+05
3,30,30,1.687334e+05
3,30,40,1.687334e+05
3,30,50,1.638209e+05
3,30,60,1.372237e+05
3,30,70,1.307956e+05
3,30,80,1.307956e+05
3,30,90,1.307956e+05
3,30,100,1.307956e+05
3,30,1,1.800332e+05
3,30,2,1.764118e+05
3,30,3,1.728771e+05
3,30,5,1.660928e+05
3,30,10,1.603105e+05
3,30,20,1.603003e+05
3,30,30,1.603003e+05
3,30,40,1.603003e+05
3,30,50,1.603003e+05
3,30,60,1.291021e+05
3,30,70,1.224350e+05
3,30,80,1.224350e+05
3,30,90,1.224350e+05
3,30,100,1.224350e+05
3,30,1,1.077199e+05
3,30,2,1.066805e+05
3,30,3,1.054410e+05
3,30,5,1.032079e+05
3,30,10,1.012987e+05
3,30,20,9.418586e+04
3,30,30,9.401935e+04
3,30,40,9.401935e+04
3,30,50,9.401935e+04
3,30,60,9.401935e+04
3,30,70,9.401935e+04
3,30,80,9.401935e+04
3,30,90,9.401935e+04
3,30,100,9.401935e+04
3,30,1,3.032611e+05
3,30,2,2.997383e+05
3,30,3,2.959767e+05
3,30,5,2.876216e+05
3,30,10,2.799080e+05
3,30,20,1.577914e+05
3,30,30,1.380198e+05
3,30,40,1.380198e+05
3,30,50,1.374412e+05
3,30,60,1.374412e+05
3,30,70,1.374412e+05
3,30,80,1.374412e+05
3,30,90,1.236835e+05
3,30,100,1.219965e+05
3,30,1,3.406425e+05
3,30,2,3.131378e+05
3,30,3,3.111187e+05
3,30,5,3.067797e+05
3,30,10,3.019100e+05
3,30,20,2.194898e+05
3,30,30,2.132221e+05
3,30,40,1.981943e+05
3,30,50,1.353386e+05
3,30,60,1.346447e+05
3,30,70,1.346447e+05
3,30,80,1.346447e+05
3,30,90,1.346447e+05
3,30,100,1.346447e+05
3,30,1,3.594348e+05
3,30,2,3.542800e+05
3,30,3,3.473713e+05
3,30,5,3.336098e+05
3,30,10,3.020298e+05
3,30,20,2.427967e+05
3,30,30,1.934484e+05
3,30,40,1.526571e+05
3,30,50,1.202121e+05
3,30,60,9.413743e+04
3,30,70,7.416403e+04
3,30,80,5.850825e+04
3,30,90,4.617584e+04
3,30,100,3.642728e+04
3,30,1,2.403079e+05
3,30,2,2.365637e+05
3,30,3,2.327669e+05
3,30,5,2.248621e+05
3,30,10,2.162682e+05
3,30,20,2.152375e+05
3,30,30,1.870863e+05
3,30,40,1.496536e+05
3,30,50,1.184018e+05
3,30,60,9.266085e+04
3,30,70,7.248362e+04
3,30,80,5.616065e+04
3,30,90,4.364168e+04
3,30,100,3.347462e+04
3,30,1,2.773396e+05
3,30,2,2.724238e+05
3,30,3,2.683719e+05
3,30,5,2.604228e+05
3,30,10,2.524584e+05
3,30,20,2.195280e+05
3,30,30,2.033469e+05
3,30,40,1.879509e+05
3,30,50,1.531800e+05
3,30,60,1.248953e+05
3,30,70,1.015413e+05
3,30,80,8.344500e+04
3,30,90,6.821113e+04
3,30,100,5.553906e+04
3,30,1,2.286604e+05
3,30,2,2.266212e+05
3,30,3,2.246160e+05
3,30,5,2.207530e+05
3,30,10,2.178759e+05
3,30,20,1.718303e+05
3,30,30,1.653442e+05
3,30,40,1.599827e+05
3,30,50,1.599827e+05
3,30,60,1.599827e+05
3,30,70,1.599827e+05
3,30,80,1.517617e+05
3,30,90,1.305665e+05
3,30,100,1.305665e+05
3,30,1,6.693869e+11
3,30,2,2.523748e+10
3,30,3,3.302161e+05
3,30,5,3.298647e+05
3,30,10,8.059970e+04
3,30,20,7.713810e+04
3,30,30,7.713810e+04
3,30,40,7.713810e+04
3,30,50,7.713810e+04
3,30,60,7.713810e+04
3,30,70,7.713810e+04
3,30,80,7.713810e+04
3,30,90,7.713810e+04
3,30,100,7.713810e+04
