funcid,dim,milestone,error
20,30,1,1.427944e+03
20,30,2,1.425266e+03
20,30,3,1.425266e+03
20,30,5,1.425266e+03
20,30,10,1.425266e+03
20,30,20,1.421328e+03
20,30,30,1.421328e+03
20,30,40,1.421328e+03
20,30,50,1.421328e+03
20,30,60,1.416945e+03
20,30,70,1.416349e+03
20,30,80,1.409343e+03
20,30,90,1.408181e+03
20,30,100,1.408181e+03
20,30,1,1.292277e+03
20,30,2,1.292277e+03
20,30,3,1.292277e+03
20,30,5,1.292277e+03
20,30,10,1.292277e+03
20,30,20,1.290040e+03
20,30,30,1.285728e+03
20,30,40,1.283055e+03
20,30,50,1.283055e+03
20,30,60,1.283055e+03
20,30,70,1.283055e+03
20,30,80,1.283055e+03
20,30,90,1.283055e+03
20,30,100,1.283055e+03
20,30,1,1.736786e+03
20,30,2,1.736786e+03
20,30,3,1.736786e+03
20,30,5,1.736786e+03
20,30,10,1.726331e+03
20,30,20,1.726331e+03
20,30,30,1.726331e+03
20,30,40,1.726331e+03
20,30,50,1.726331e+03
20,30,60,1.726331e+03
20,30,70,1.726331e+03
20,30,80,1.726331e+03
20,30,90,1.726331e+03
20,30,100,1.726331e+03
20,30,1,1.619665e+03
20,30,2,1.617755e+03
20,30,3,1.617755e+03
20,30,5,1.617755e+03
20,30,10,1.617755e+03
20,30,20,1.617755e+03
20,30,30,1.614379e+03
20,30,40,1.613542e+03
20,30,50,1.613542e+03
20,30,60,1.613542e+03
20,30,70,1.613542e+03
20,30,80,1.613542e+03
20,30,90,1.613542e+03
20,30,100,1.613542e+03
20,30,1,1.488773e+03
20,30,2,1.488773e+03
20,30,3,1.488773e+03
20,30,5,1.488773e+03
20,30,10,1.479691e+03
20,30,20,1.477377e+03
20,30,30,1.477231e+03
20,30,40,1.469660e+03
20,30,50,1.469660e+03
20,30,60,1.466332e+03
20,30,70,1.466332e+03
20,30,80,1.466332e+03
20,30,90,1.466332e+03
20,30,100,1.466332e+03
20,30,1,1.210710e+03
20,30,2,1.210710e+03
20,30,3,1.210710e+03
20,30,5,1.210710e+03
20,30,10,1.210710e+03
20,30,20,1.193618e+03
20,30,30,1.188071e+03
20,30,40,1.187131e+03
20,30,50,1.187131e+03
20,30,60,1.187131e+03
20,30,70,1.187131e+03
20,30,80,1.187131e+03
20,30,90,1.187131e+03
20,30,100,1.187131e+03
20,30,1,1.269632e+03
20,30,2,1.269632e+03
20,30,3,1.269632e+03
20,30,5,1.269632e+03
20,30,10,1.268818e+03
20,30,20,1.268818e+03
20,30,30,1.268551e+03
20,30,40,1.257443e+03
20,30,50,1.257443e+03
20,30,60,1.257443e+03
20,30,70,1.257443e+03
20,30,80,1.257443e+03
20,30,90,1.257443e+03
20,30,100,1.257443e+03
20,30,1,1.646342e+03
20,30,2,1.645445e+03
20,30,3,1.645445e+03
20,30,5,1.645445e+03
20,30,10,1.645445e+03
20,30,20,1.640516e+03
20,30,30,1.625399e+03
20,30,40,1.625399e+03
20,30,50,1.625399e+03
20,30,60,1.620630e+03
20,30,70,1.620630e+03
20,30,80,1.614801e+03
20,30,90,1.602428e+03
20,30,100,1.602428e+03
20,30,1,1.302819e+03
20,30,2,1.302819e+03
20,30,3,1.302819e+03
20,30,5,1.302819e+03
20,30,10,1.302819e+03
20,30,20,1.300542e+03
20,30,30,1.297786e+03
20,30,40,1.297167e+03
20,30,50,1.297167e+03
20,30,60,1.297167e+03
20,30,70,1.297167e+03
20,30,80,1.297167e+03
20,30,90,1.297167e+03
20,30,100,1.297167e+03
20,30,1,1.183248e+03
20,30,2,1.183248e+03
20,30,3,1.183248e+03
20,30,5,1.183248e+03
20,30,10,1.183248e+03
20,30,20,1.176188e+03
20,30,30,1.167133e+03
20,30,40,1.166566e+03
20,30,50,1.166566e+03
20,30,60,1.166566e+03
20,30,70,1.166566e+03
20,30,80,1.166566e+03
20,30,90,1.166566e+03
20,30,100,1.166566e+03
