funcid,dim,milestone,error
13,30,1,7.170054e+10
13,30,2,3.800079e+10
13,30,3,3.800079e+10
13,30,5,2.260514e+10
13,30,10,5.396047e+09
13,30,20,5.396047e+09
13,30,30,5.396047e+09
13,30,40,5.396047e+09
13,30,50,2.802173e+09
13,30,60,2.802173e+09
13,30,70,2.802173e+09
13,30,80,2.802173e+09
13,30,90,2.802173e+09
13,30,100,2.071514e+05
13,30,1,1.641562e+10
13,30,2,1.641562e+10
13,30,3,1.641562e+10
13,30,5,1.641562e+10
13,30,10,7.276668e+09
13,30,20,7.276668e+09
13,30,30,7.276668e+09
13,30,40,7.276668e+09
13,30,50,7.276668e+09
13,30,60,7.276668e+09
13,30,70,7.276668e+09
13,30,80,5.751521e+09
13,30,90,5.751521e+09
13,30,100,1.132491e+05
13,30,1,9.386516e+10
13,30,2,5.229277e+10
13,30,3,2.907208e+10
13,30,5,2.843678e+10
13,30,10,2.843678e+10
13,30,20,1.901910e+10
13,30,30,1.901910e+10
13,30,40,1.901910e+10
13,30,50,1.866230e+10
13,30,60,1.866230e+10
13,30,70,1.866230e+10
13,30,80,1.127377e+10
13,30,90,1.127377e+10
13,30,100,1.380525e+05
13,30,1,4.062307e+10
13,30,2,4.062307e+10
13,30,3,4.062307e+10
13,30,5,4.062307e+10
13,30,10,3.855817e+09
13,30,20,3.855817e+09
13,30,30,3.855817e+09
13,30,40,3.855817e+09
13,30,50,3.855817e+09
13,30,60,3.855817e+09
13,30,70,3.855817e+09
13,30,80,3.855817e+09
13,30,90,3.855817e+09
13,30,100,2.202614e+05
13,30,1,1.815871e+10
13,30,2,1.815871e+10
13,30,3,1.815871e+10
13,30,5,1.815871e+10
13,30,10,1.815871e+10
13,30,20,1.815871e+10
13,30,30,1.815871e+10
13,30,40,1.117789e+10
13,30,50,1.117789e+10
13,30,60,1.117789e+10
13,30,70,1.117789e+10
13,30,80,1.117789e+10
13,30,90,1.117789e+10
13,30,100,1.051621e+05
13,30,1,3.915026e+10
13,30,2,3.915026e+10
13,30,3,2.969489e+10
13,30,5,2.969489e+10
13,30,10,1.842745e+10
13,30,20,1.842745e+10
13,30,30,1.842745e+10
13,30,40,1.842745e+10
13,30,50,1.842745e+10
13,30,60,1.842745e+10
13,30,70,1.842745e+10
13,30,80,1.067657e+10
13,30,90,1.067657e+10
13,30,100,1.764524e+05
13,30,1,1.793576e+10
13,30,2,1.793576e+10
13,30,3,1.793576e+10
13,30,5,1.793576e+10
13,30,10,1.490969e+10
13,30,20,9.972664e+09
13,30,30,9.972664e+09
13,30,40,9.972664e+09
13,30,50,9.972664e+09
13,30,60,9.972664e+09
13,30,70,9.972664e+09
13,30,80,9.972664e+09
13,30,90,9.972664e+09
13,30,100,2.775508e+05
13,30,1,4.223880e+10
13,30,2,3.024320e+10
13,30,3,2.574328e+10
13,30,5,2.526109e+10
13,30,10,1.198178e+10
13,30,20,9.458726e+09
13,30,30,9.458726e+09
13,30,40,9.458726e+09
13,30,50,7.844405e+09
13,30,60,7.844405e+09
13,30,70,7.844405e+09
13,30,80,7.844405e+09
13,30,90,7.844405e+09
13,30,100,8.647899e+04
13,30,1,5.532118e+10
13,30,2,5.532118e+10
13,30,3,1.052082e+10
13,30,5,1.052082e+10
13,30,10,1.052082e+10
13,30,20,1.052082e+10
13,30,30,1.052082e+10
13,30,40,1.052082e+10
13,30,50,1.052082e+10
13,30,60,1.052082e+10
13,30,70,1.052082e+10
13,30,80,1.052082e+10
13,30,90,5.186148e+09
13,30,100,1.522659e+05
13,30,1,7.634400e+10
13,30,2,6.370594e+10
13,30,3,1.108935e+10
13,30,5,1.108935e+10
13,30,10,1.108935e+10
13,30,20,8.006536e+09
13,30,30,8.006536e+09
13,30,40,8.006536e+09
13,30,50,8.006536e+09
13,30,60,8.006536e+09
13,30,70,8.006536e+09
13,30,80,8.006536e+09
13,30,90,8.006536e+09
13,30,100,1.858131e+05
