funcid,dim,milestone,error
26,10,1,3.172133e+03
26,10,2,2.764543e+03
26,10,3,2.700983e+03
26,10,5,2.695921e+03
26,10,10,2.695903e+03
26,10,20,2.695903e+03
26,10,30,2.695903e+03
26,10,40,2.695903e+03
26,10,50,2.695903e+03
26,10,60,1.782216e+03
26,10,70,1.782216e+03
26,10,80,1.782216e+03
26,10,90,1.782216e+03
26,10,100,1.278445e+03
26,10,1,3.151875e+03
26,10,2,3.034809e+03
26,10,3,3.034809e+03
26,10,5,3.034809e+03
26,10,10,3.034809e+03
26,10,20,2.339926e+03
26,10,30,2.339926e+03
26,10,40,2.339926e+03
26,10,50,2.339885e+03
26,10,60,2.204413e+03
26,10,70,2.204413e+03
26,10,80,2.204413e+03
26,10,90,2.204413e+03
26,10,100,2.204413e+03
26,10,1,1.988670e+03
26,10,2,1.968040e+03
26,10,3,1.960155e+03
26,10,5,1.957727e+03
26,10,10,1.957400e+03
26,10,20,1.956431e+03
26,10,30,1.956356e+03
26,10,40,1.956355e+03
26,10,50,1.956355e+03
26,10,60,1.956355e+03
26,10,70,1.956355e+03
26,10,80,1.956355e+03
26,10,90,1.956355e+03
26,10,100,1.718942e+03
26,10,1,2.493644e+03
26,10,2,2.491242e+03
26,10,3,2.491242e+03
26,10,5,2.491242e+03
26,10,10,2.489944e+03
26,10,20,2.489899e+03
26,10,30,2.489899e+03
26,10,40,2.489899e+03
26,10,50,2.489899e+03
26,10,60,2.200678e+03
26,10,70,2.200678e+03
26,10,80,2.200678e+03
26,10,90,2.200678e+03
26,10,100,2.200678e+03
26,10,1,2.249418e+03
26,10,2,2.230275e+03
26,10,3,2.215628e+03
26,10,5,2.205677e+03
26,10,10,2.205677e+03
26,10,20,2.205677e+03
26,10,30,2.183613e+03
26,10,40,2.183562e+03
26,10,50,2.183562e+03
26,10,60,2.183562e+03
26,10,70,2.183561e+03
26,10,80,2.183561e+03
26,10,90,2.183561e+03
26,10,100,2.183561e+03
26,10,1,2.616097e+03
26,10,2,2.613364e+03
26,10,3,2.610068e+03
26,10,5,2.609947e+03
26,10,10,2.582830e+03
26,10,20,2.578450e+03
26,10,30,2.577381e+03
26,10,40,2.577381e+03
26,10,50,2.576807e+03
26,10,60,2.576807e+03
26,10,70,2.576807e+03
26,10,80,2.576807e+03
26,10,90,2.576807e+03
26,10,100,1.506900e+03
26,10,1,3.576074e+03
26,10,2,3.576074e+03
26,10,3,3.576074e+03
26,10,5,3.576074e+03
26,10,10,3.576074e+03
26,10,20,3.575122e+03
26,10,30,3.575018e+03
26,10,40,3.575018e+03
26,10,50,3.575018e+03
26,10,60,3.574803e+03
26,10,70,3.574803e+03
26,10,80,3.573977e+03
26,10,90,3.573953e+03
26,10,100,3.573953e+03
26,10,1,3.889025e+03
26,10,2,3.865013e+03
26,10,3,3.865011e+03
26,10,5,3.865010e+03
26,10,10,3.465320e+03
26,10,20,3.465202e+03
26,10,30,3.465202e+03
26,10,40,1.430163e+03
26,10,50,8.472726e+02
26,10,60,8.472726e+02
26,10,70,8.472726e+02
26,10,80,8.472726e+02
26,10,90,8.472726e+02
26,10,100,8.472726e+02
26,10,1,4.728145e+03
26,10,2,1.620781e+03
26,10,3,8.552481e+02
26,10,5,8.515481e+02
26,10,10,8.515467e+02
26,10,20,8.515467e+02
26,10,30,8.515467e+02
26,10,40,8.515467e+02
26,10,50,8.515467e+02
26,10,60,8.515467e+02
26,10,70,8.515467e+02
26,10,80,8.515467e+02
26,10,90,8.515467e+02
26,10,100,8.515467e+02
26,10,1,2.414411e+03
26,10,2,2.389543e+03
26,10,3,2.365187e+03
26,10,5,2.344157e+03
26,10,10,2.344157e+03
26,10,20,2.344157e+03
26,10,30,2.344157e+03
26,10,40,2.098799e+03
26,10,50,2.098658e+03
26,10,60,2.098383e+03
26,10,70,2.098138e+03
26,10,80,2.098138e+03
26,10,90,2.098138e+03
26,10,100,2.098012e+03
