funcid,dim,milestone,error
9,10,1,5.552060e+03
9,10,2,5.546621e+03
9,10,3,5.149840e+03
9,10,5,5.014959e+03
9,10,10,4.969553e+03
9,10,20,2.103253e+03
9,10,30,1.875303e+03
9,10,40,1.875303e+03
9,10,50,1.875303e+03
9,10,60,1.714373e+03
9,10,70,1.681157e+03
9,10,80,1.679950e+03
9,10,90,1.651423e+03
9,10,100,1.651423e+03
9,10,1,3.605479e+03
9,10,2,3.605479e+03
9,10,3,3.590713e+03
9,10,5,3.364015e+03
9,10,10,3.242325e+03
9,10,20,3.242295e+03
9,10,30,3.242295e+03
9,10,40,3.242295e+03
9,10,50,3.242295e+03
9,10,60,1.990306e+03
9,10,70,1.963488e+03
9,10,80,1.963488e+03
9,10,90,1.963488e+03
9,10,100,1.514109e+03
9,10,1,1.806596e+03
9,10,2,1.806596e+03
9,10,3,1.711638e+03
9,10,5,1.518679e+03
9,10,10,1.486286e+03
9,10,20,1.486286e+03
9,10,30,1.486286e+03
9,10,40,1.328992e+03
9,10,50,1.328247e+03
9,10,60,1.326505e+03
9,10,70,1.324136e+03
9,10,80,1.322809e+03
9,10,90,1.322405e+03
9,10,100,1.322304e+03
9,10,1,4.804388e+03
9,10,2,4.444576e+03
9,10,3,3.766829e+03
9,10,5,3.681152e+03
9,10,10,3.678325e+03
9,10,20,3.642967e+03
9,10,30,3.590669e+03
9,10,40,3.590669e+03
9,10,50,3.590669e+03
9,10,60,3.590669e+03
9,10,70,1.947123e+03
9,10,80,1.333234e+03
9,10,90,1.333234e+03
9,10,100,1.333234e+03
9,10,1,3.120748e+03
9,10,2,2.916115e+03
9,10,3,2.637211e+03
9,10,5,2.622522e+03
9,10,10,2.554085e+03
9,10,20,2.526775e+03
9,10,30,2.526775e+03
9,10,40,2.526775e+03
9,10,50,2.477924e+03
9,10,60,2.361137e+03
9,10,70,2.361132e+03
9,10,80,2.361132e+03
9,10,90,2.361132e+03
9,10,100,2.361132e+03
9,10,1,5.841907e+03
9,10,2,5.549230e+03
9,10,3,5.549230e+03
9,10,5,5.335288e+03
9,10,10,5.327047e+03
9,10,20,5.327047e+03
9,10,30,2.314424e+03
9,10,40,2.300430e+03
9,10,50,2.284850e+03
9,10,60,2.283988e+03
9,10,70,2.271455e+03
9,10,80,2.271376e+03
9,10,90,2.271290e+03
9,10,100,2.271254e+03
9,10,1,1.246618e+04
9,10,2,1.089662e+04
9,10,3,9.677129e+03
9,10,5,9.416073e+03
9,10,10,9.406571e+03
9,10,20,9.406571e+03
9,10,30,1.926423e+03
9,10,40,1.926423e+03
9,10,50,1.912422e+03
9,10,60,1.912417e+03
9,10,70,1.912414e+03
9,10,80,1.912411e+03
9,10,90,1.108731e+03
9,10,100,8.308345e+02
9,10,1,3.742465e+03
9,10,2,3.742465e+03
9,10,3,3.742465e+03
9,10,5,3.742465e+03
9,10,10,3.571385e+03
9,10,20,2.078591e+03
9,10,30,2.060790e+03
9,10,40,2.060790e+03
9,10,50,1.605270e+03
9,10,60,1.604553e+03
9,10,70,1.599697e+03
9,10,80,1.587769e+03
9,10,90,1.584834e+03
9,10,100,1.584834e+03
9,10,1,7.309866e+03
9,10,2,7.309866e+03
9,10,3,7.097875e+03
9,10,5,7.097875e+03
9,10,10,6.932009e+03
9,10,20,3.165397e+03
9,10,30,2.845685e+03
9,10,40,2.374209e+03
9,10,50,2.175445e+03
9,10,60,2.045744e+03
9,10,70,2.045744e+03
9,10,80,2.045744e+03
9,10,90,2.045744e+03
9,10,100,1.705608e+03
9,10,1,5.595705e+03
9,10,2,5.370210e+03
9,10,3,5.067273e+03
9,10,5,5.026093e+03
9,10,10,5.020948e+03
9,10,20,4.887188e+03
9,10,30,4.885587e+03
9,10,40,2.577653e+03
9,10,50,2.571516e+03
9,10,60,2.307213e+03
9,10,70,2.301208e+03
9,10,80,2.301208e+03
9,10,90,2.301208e+03
9,10,100,2.301208e+03
