funcid,dim,milestone,error
23,30,1,2.795248e+03
23,30,2,2.781173e+03
23,30,3,2.781173e+03
23,30,5,2.781173e+03
23,30,10,2.775031e+03
23,30,20,2.775031e+03
23,30,30,2.775031e+03
23,30,40,2.775031e+03
23,30,50,2.271139e+03
23,30,60,2.269223e+03
23,30,70,2.269223e+03
23,30,80,2.269223e+03
23,30,90,2.269223e+03
23,30,100,2.269223e+03
23,30,1,2.041221e+03
23,30,2,2.041221e+03
23,30,3,2.041221e+03
23,30,5,2.041221e+03
23,30,10,1.986296e+03
23,30,20,1.982507e+03
23,30,30,1.982507e+03
23,30,40,1.982507e+03
23,30,50,1.982507e+03
23,30,60,1.982507e+03
23,30,70,1.982507e+03
23,30,80,1.982507e+03
23,30,90,1.982507e+03
23,30,100,1.982507e+03
23,30,1,1.435901e+03
23,30,2,1.433979e+03
23,30,3,1.433979e+03
23,30,5,1.433979e+03
23,30,10,1.429835e+03
23,30,20,1.429835e+03
23,30,30,1.427843e+03
23,30,40,1.427843e+03
23,30,50,1.408074e+03
23,30,60,1.404361e+03
23,30,70,1.404361e+03
23,30,80,1.398991e+03
23,30,90,1.395193e+03
23,30,100,1.303225e+03
23,30,1,2.876212e+03
23,30,2,2.854978e+03
23,30,3,2.854978e+03
23,30,5,2.840931e+03
23,30,10,2.827226e+03
23,30,20,2.827226e+03
23,30,30,2.824729e+03
23,30,40,2.824729e+03
23,30,50,2.824729e+03
23,30,60,2.804728e+03
23,30,70,2.804728e+03
23,30,80,2.804728e+03
23,30,90,2.804728e+03
23,30,100,2.472265e+03
23,30,1,2.008593e+03
23,30,2,2.001916e+03
23,30,3,2.001916e+03
23,30,5,2.001916e+03
23,30,10,2.000624e+03
23,30,20,1.993108e+03
23,30,30,1.993108e+03
23,30,40,1.993108e+03
23,30,50,1.971624e+03
23,30,60,1.950629e+03
23,30,70,1.950629e+03
23,30,80,1.939602e+03
23,30,90,1.939602e+03
23,30,100,1.939602e+03
23,30,1,3.582866e+03
23,30,2,3.581951e+03
23,30,3,3.581951e+03
23,30,5,3.581951e+03
23,30,10,3.581951e+03
23,30,20,3.410831e+03
23,30,30,3.403572e+03
23,30,40,3.399025e+03
23,30,50,3.383103e+03
23,30,60,3.355200e+03
23,30,70,3.318529e+03
23,30,80,2.497683e+03
23,30,90,1.636553e+03
23,30,100,1.636354e+03
23,30,1,3.166266e+03
23,30,2,3.145758e+03
23,30,3,3.145758e+03
23,30,5,3.145758e+03
23,30,10,3.134490e+03
23,30,20,3.121719e+03
23,30,30,3.121719e+03
23,30,40,1.970832e+03
23,30,50,1.926583e+03
23,30,60,1.913678e+03
23,30,70,1.913281e+03
23,30,80,1.880595e+03
23,30,90,1.880354e+03
23,30,100,1.880354e+03
23,30,1,1.090752e+03
23,30,2,1.088424e+03
23,30,3,1.088424e+03
23,30,5,1.088424e+03
23,30,10,1.088424e+03
23,30,20,1.087174e+03
23,30,30,1.083080e+03
23,30,40,1.083036e+03
23,30,50,1.082677e+03
23,30,60,1.077676e+03
23,30,70,1.077676e+03
23,30,80,1.077676e+03
23,30,90,1.077676e+03
23,30,100,1.077676e+03
23,30,1,1.819655e+03
23,30,2,1.811046e+03
23,30,3,1.811046e+03
23,30,5,1.811046e+03
23,30,10,1.779625e+03
23,30,20,1.779625e+03
23,30,30,1.779625e+03
23,30,40,1.779625e+03
23,30,50,1.779625e+03
23,30,60,1.750342e+03
23,30,70,1.745037e+03
23,30,80,1.738345e+03
23,30,90,1.737598e+03
23,30,100,1.737598e+03
23,30,1,3.709411e+03
23,30,2,3.706788e+03
23,30,3,3.706788e+03
23,30,5,3.706788e+03
23,30,10,3.704000e+03
23,30,20,3.510374e+03
23,30,30,3.508162e+03
23,30,40,2.307720e+03
23,30,50,2.303464e+03
23,30,60,2.301114e+03
23,30,70,2.299666e+03
23,30,80,2.293173e+03
23,30,90,2.293173e+03
23,30,100,2.293173e+03
