funcid,dim,milestone,error
25,10,1,6.027126e+03
25,10,2,6.040339e+02
25,10,3,4.695679e+02
25,10,5,4.685004e+02
25,10,10,4.685004e+02
25,10,20,4.685004e+02
25,10,30,4.685004e+02
25,10,40,4.685004e+02
25,10,50,4.685004e+02
25,10,60,4.685004e+02
25,10,70,4.685004e+02
25,10,80,4.685004e+02
25,10,90,4.685004e+02
25,10,100,4.685004e+02
25,10,1,9.570805e+03
25,10,2,4.172444e+02
25,10,3,4.025403e+02
25,10,5,4.003230e+02
25,10,10,4.003230e+02
25,10,20,4.003230e+02
25,10,30,4.003230e+02
25,10,40,4.003230e+02
25,10,50,4.003230e+02
25,10,60,4.003230e+02
25,10,70,4.003230e+02
25,10,80,4.003230e+02
25,10,90,4.003230e+02
25,10,100,4.003230e+02
25,10,1,2.954143e+03
25,10,2,7.238222e+02
25,10,3,4.189001e+02
25,10,5,4.026006e+02
25,10,10,4.002754e+02
25,10,20,4.002754e+02
25,10,30,4.002754e+02
25,10,40,4.002754e+02
25,10,50,4.002754e+02
25,10,60,4.002754e+02
25,10,70,4.002754e+02
25,10,80,4.002754e+02
25,10,90,4.002754e+02
25,10,100,4.002754e+02
25,10,1,3.596595e+03
25,10,2,4.653395e+02
25,10,3,4.560555e+02
25,10,5,4.555426e+02
25,10,10,4.555426e+02
25,10,20,4.555426e+02
25,10,30,4.555426e+02
25,10,40,4.555426e+02
25,10,50,4.555426e+02
25,10,60,4.555426e+02
25,10,70,4.555426e+02
25,10,80,4.555426e+02
25,10,90,4.555426e+02
25,10,100,4.555426e+02
25,10,1,4.912498e+03
25,10,2,3.653084e+02
25,10,3,3.000170e+02
25,10,5,3.000000e+02
25,10,10,3.000000e+02
25,10,20,3.000000e+02
25,10,30,3.000000e+02
25,10,40,3.000000e+02
25,10,50,3.000000e+02
25,10,60,3.000000e+02
25,10,70,3.000000e+02
25,10,80,3.000000e+02
25,10,90,3.000000e+02
25,10,100,3.000000e+02
25,10,1,5.456017e+03
25,10,2,4.974655e+02
25,10,3,4.641269e+02
25,10,5,4.641269e+02
25,10,10,4.641269e+02
25,10,20,4.641269e+02
25,10,30,4.641269e+02
25,10,40,4.641269e+02
25,10,50,4.641269e+02
25,10,60,4.641269e+02
25,10,70,4.641269e+02
25,10,80,4.641269e+02
25,10,90,4.641269e+02
25,10,100,3.996100e+02
25,10,1,8.798007e+03
25,10,2,1.130311e+03
25,10,3,1.130298e+03
25,10,5,1.130298e+03
25,10,10,1.130298e+03
25,10,20,1.130298e+03
25,10,30,1.130298e+03
25,10,40,1.130298e+03
25,10,50,1.130298e+03
25,10,60,1.130298e+03
25,10,70,1.130298e+03
25,10,80,1.130298e+03
25,10,90,1.130298e+03
25,10,100,1.130298e+03
25,10,1,5.961708e+03
25,10,2,1.243782e+03
25,10,3,1.243580e+03
25,10,5,1.243580e+03
25,10,10,1.243580e+03
25,10,20,1.243580e+03
25,10,30,1.243580e+03
25,10,40,1.243580e+03
25,10,50,1.243580e+03
25,10,60,1.243580e+03
25,10,70,1.243580e+03
25,10,80,3.995869e+02
25,10,90,3.995869e+02
25,10,100,3.995869e+02
25,10,1,2.601746e+03
25,10,2,4.540983e+02
25,10,3,4.540640e+02
25,10,5,4.540640e+02
25,10,10,4.540640e+02
25,10,20,4.540640e+02
25,10,30,4.540640e+02
25,10,40,4.540640e+02
25,10,50,4.540640e+02
25,10,60,4.540640e+02
25,10,70,4.540640e+02
25,10,80,4.540640e+02
25,10,90,4.540640e+02
25,10,100,4.540640e+02
25,10,1,6.291302e+03
25,10,2,4.809992e+02
25,10,3,4.787825e+02
25,10,5,4.753352e+02
25,10,10,4.753350e+02
25,10,20,4.742798e+02
25,10,30,4.742798e+02
25,10,40,4.742798e+02
25,10,50,4.742798e+02
25,10,60,4.742798e+02
25,10,70,4.742798e+02
25,10,80,4.742798e+02
25,10,90,4.742798e+02
25,10,100,4.742798e+02
