funcid,dim,milestone,error
9,30,1,3.307137e+04
9,30,2,3.236251e+04
9,30,3,3.198866e+04
9,30,5,2.718214e+04
9,30,10,2.169306e+04
9,30,20,2.147445e+04
9,30,30,2.029902e+04
9,30,40,1.710576e+04
9,30,50,1.710576e+04
9,30,60,1.306910e+04
9,30,70,1.306199e+04
9,30,80,1.305940e+04
9,30,90,1.305731e+04
9,30,100,1.305571e+04
9,30,1,2.449920e+04
9,30,2,2.089101e+04
9,30,3,1.771162e+04
9,30,5,1.771162e+04
9,30,10,1.767601e+04
9,30,20,1.190633e+04
9,30,30,1.190633e+04
9,30,40,1.190633e+04
9,30,50,1.190633e+04
9,30,60,1.190633e+04
9,30,70,1.119727e+04
9,30,80,1.119727e+04
9,30,90,5.402683e+03
9,30,100,5.402683e+03
9,30,1,2.113535e+04
9,30,2,2.066366e+04
9,30,3,1.690401e+04
9,30,5,1.345978e+04
9,30,10,1.306076e+04
9,30,20,1.299009e+04
9,30,30,1.299009e+04
9,30,40,1.299009e+04
9,30,50,1.145581e+04
9,30,60,1.056530e+04
9,30,70,1.056530e+04
9,30,80,1.056530e+04
9,30,90,1.056530e+04
9,30,100,1.056530e+04
9,30,1,2.782114e+04
9,30,2,2.623494e+04
9,30,3,2.532425e+04
9,30,5,1.676004e+04
9,30,10,1.655708e+04
9,30,20,1.655708e+04
9,30,30,1.655708e+04
9,30,40,1.095853e+04
9,30,50,1.093693e+04
9,30,60,1.093693e+04
9,30,70,1.093693e+04
9,30,80,1.093693e+04
9,30,90,1.093693e+04
9,30,100,1.093693e+04
9,30,1,2.231869e+04
9,30,2,1.874688e+04
9,30,3,1.731656e+04
9,30,5,1.716151e+04
9,30,10,1.716151e+04
9,30,20,1.531739e+04
9,30,30,1.531739e+04
9,30,40,1.452524e+04
9,30,50,1.247832e+04
9,30,60,1.189833e+04
9,30,70,1.189833e+04
9,30,80,1.189833e+04
9,30,90,1.189833e+04
9,30,100,1.189833e+04
9,30,1,2.850262e+04
9,30,2,1.840475e+04
9,30,3,1.370868e+04
9,30,5,1.336137e+04
9,30,10,1.329671e+04
9,30,20,1.329671e+04
9,30,30,1.329671e+04
9,30,40,1.215706e+04
9,30,50,1.067825e+04
9,30,60,1.064861e+04
9,30,70,1.064565e+04
9,30,80,1.064308e+04
9,30,90,1.064066e+04
9,30,100,1.063871e+04
9,30,1,4.050261e+04
9,30,2,3.857554e+04
9,30,3,2.354564e+04
9,30,5,2.246681e+04
9,30,10,2.246681e+04
9,30,20,2.217415e+04
9,30,30,1.846508e+04
9,30,40,1.477560e+04
9,30,50,1.477327e+04
9,30,60,1.310796e+04
9,30,70,1.276295e+04
9,30,80,1.165496e+04
9,30,90,1.165496e+04
9,30,100,1.165496e+04
9,30,1,3.040316e+04
9,30,2,2.684385e+04
9,30,3,2.567222e+04
9,30,5,1.704967e+04
9,30,10,1.647167e+04
9,30,20,1.647167e+04
9,30,30,1.647167e+04
9,30,40,1.647167e+04
9,30,50,6.985483e+03
9,30,60,6.985483e+03
9,30,70,6.985483e+03
9,30,80,6.985483e+03
9,30,90,6.985483e+03
9,30,100,6.985483e+03
9,30,1,1.896987e+04
9,30,2,1.821131e+04
9,30,3,1.385791e+04
9,30,5,1.277377e+04
9,30,10,1.272945e+04
9,30,20,1.272945e+04
9,30,30,1.272945e+04
9,30,40,1.134034e+04
9,30,50,1.131951e+04
9,30,60,1.131828e+04
9,30,70,1.131757e+04
9,30,80,1.131714e+04
9,30,90,1.131688e+04
9,30,100,1.131669e+04
9,30,1,2.457452e+04
9,30,2,2.106845e+04
9,30,3,2.106845e+04
9,30,5,1.621470e+04
9,30,10,1.515519e+04
9,30,20,1.515519e+04
9,30,30,1.515519e+04
9,30,40,1.058226e+04
9,30,50,1.054280e+04
9,30,60,1.054280e+04
9,30,70,1.054280e+04
9,30,80,1.054280e+04
9,30,90,1.054280e+04
9,30,100,1.054280e+04
