
1, 857.32
2, 855.107
4, 845.734
8, 830.857
11, 807.246
15, 800.16
16, 799.102
17, 791.742
18, 791.73
22, 787.011
23, 786.444
24, 783.378
25, 782.793
26, 781.372
27, 780.843
28, 779.517
29, 779.256
31, 771.235
36, 769.068
45, 767.567
71, 763.571
73, 760.195
78, 760.033
79, 758.701
85, 756.362
86, 755.238
92, 752.382
93, 752.249
94, 750.937
95, 750.554
101, 746.029
102, 745.616
114, 741.987
117, 741.026
118, 739.969
120, 737.85
121, 737.104
125, 731.368
128, 730.197
129, 729.548
135, 729.165
136, 728.624
138, 727.238
139, 725.782
156, 724.62
157, 724.089
158, 723.47
159, 722.018
171, 721.468
172, 719.867
187, 717.635
188, 716.369
190, 713.133
200, 710.155
211, 708.948
212, 703.421
216, 701.415
265, 700.992
268, 695.799
269, 695.702
276, 694.75
277, 693.334
280, 686.546
282, 686.432
283, 684.154
290, 683.496
291, 682.429
293, 679.924
294, 679.774
300, 677.522
301, 677.451
303, 676.863
304, 676.573
312, 675.669
313, 674.99
325, 673.087
326, 673.075
331, 671.928
332, 671.22
334, 670.213
335, 669.59
340, 669.576
341, 669.055
512, 667.008
513, 666.782
533, 666.541
534, 666.249
632, 662.65
636, 662.139
662, 657.061
886, 656.855
887, 655.448
987, 655.415
988, 654.66
995, 654.429
996, 654.257
1106, 653.937
1107, 653.747
1408, 653.382
1533, 653.297
2066, 652.966
2196, 651.056
2197, 650.943
3150, 650.799
3527, 650.51
3528, 650.102
4432, 649.646
4433, 649.543
4561, 649.502
4562, 649.226
4834, 648.671
5013, 648.082
5190, 647.683
5191, 647.351
6680, 647.343
6681, 647.042
7416, 646.948
7417, 646.846
7689, 646.763
7690, 646.659
9176, 646.638
9177, 646.561
10145, 646.325
10987, 646.26
11191, 645.986
24144, 645.934
25088, 645.864
25230, 645.824
25286, 645.767
26354, 645.747
26786, 645.737
26926, 645.646
27640, 645.642
28383, 645.618
28914, 645.615
29005, 645.606
29595, 645.581
30900, 645.533
32319, 645.53
46055, 645.482
48228, 645.469
48635, 645.461
48996, 645.459
49862, 645.42
51371, 645.419
72474, 640.649
72476, 640.46
72499, 638.12
72506, 636.778
72513, 635.501
72514, 634.896
72517, 634.844
72534, 633.316
72548, 632.031
72549, 631.247
72573, 630.325
72574, 629.929
72597, 629.393
72598, 628.611
72629, 624.686
72652, 623.939
72653, 622.677
72693, 621.607
72694, 620.818
72698, 619.384
72834, 617.953
72835, 617.225
72870, 616.729
72871, 615.589
72884, 614.215
72896, 613.284
72897, 612.862
72930, 612.444
72931, 611.298
72999, 610.801
73000, 609.52
73013, 609.227
73014, 608.041
73073, 606.354
73074, 606.188
73188, 605.935
73189, 605.401
73193, 604.408
73194, 602.907
73220, 601.991
73221, 600.695
73309, 599.917
73310, 599.698
73354, 599.15
73355, 598.35
73395, 597.062
73396, 596.472
74790, 595.805
74791, 595.562
76713, 595.347
76889, 595.312
76890, 594.752
77040, 594.198
77041, 593.876
78121, 592.886
78300, 592.235
79863, 592.101
80018, 591.919
80019, 591.819
81301, 591.811
81302, 591.676
87743, 591.626
87744, 591.609
94359, 591.476
94735, 591.448
94736, 591.397
95044, 591.273
95802, 591.26
95803, 591.233
96076, 591.164
96109, 591.144
96110, 591.116
97074, 591.006
97255, 590.967
97478, 590.952
98416, 590.911
98574, 590.89
99673, 590.871
100127, 590.851
100512, 590.813
100717, 590.808
100853, 590.79
101344, 590.759
123079, 590.724
125161, 590.69
125741, 590.689
126183, 590.629
129338, 590.627
147694, 586.185
147702, 584.762
147707, 574.665
147710, 574.342
147711, 573.753
147712, 572.955
147713, 571.905
147721, 571.13
147722, 570.796
147726, 570.491
147727, 569.828
147728, 568.615
147729, 568.155
147746, 563.161
147750, 561.33
147754, 548.874
147757, 547.144
147762, 541.747
147764, 536.976
147771, 533.561
147772, 533.505
147778, 532.253
147779, 532.025
147780, 527.259
147785, 526.835
147786, 525.619
147792, 522.989
147793, 522.802
147796, 519.4
147802, 506.312
147805, 502.555
147823, 500.812
147824, 499.519
147827, 491.607
147837, 489.497
147842, 478.784
147853, 477.072
147854, 471.553
147857, 467.578
147858, 467.255
147894, 466.377
147895, 464.113
147907, 463.156
147908, 462.547
147912, 462.53
147913, 461.907
147932, 460.57
147933, 459.687
147938, 453.451
147963, 452.734
147964, 451.677
147988, 451.353
147989, 450.81
147992, 448.669
147993, 447.807
148013, 447.027
148014, 445.658
148103, 444.563
148104, 443.858
148118, 443.149
148119, 442.402
148137, 442.159
148138, 441.546
148148, 440.255
148149, 439.912
148478, 438.955
148521, 438.916
148522, 437.68
148670, 437.606
148671, 436.828
149978, 436.559
150005, 436.107
150006, 435.816
151420, 435.233
151954, 435.112
151955, 434.557
152008, 434.478
152009, 434.084
152488, 433.797
152489, 433.489
152898, 433.419
152899, 433.008
152927, 432.892
152928, 432.572
153731, 432.532
153732, 432.279
153803, 432.213
153804, 431.98
154836, 431.806
154837, 431.769
155318, 431.59
156275, 431.556
156276, 431.486
156413, 431.218
156955, 431.134
157329, 431.06
158099, 431.043
158100, 431.006
158323, 431.001
158324, 430.945
158613, 430.876
159171, 430.847
159172, 430.84
175950, 430.823
176421, 430.815
177137, 430.798
177524, 430.724
178790, 430.718
179106, 430.694
179217, 430.668
179643, 430.641
179991, 430.631
179996, 430.624
181105, 430.604
181492, 430.595
181568, 430.5
181931, 430.494
182324, 430.474
185094, 430.453
185881, 430.451
185951, 430.438
186593, 430.428
275808, 425.216
275810, 424.083
275811, 423.273
275885, 422.123
275886, 421.611
275898, 418.304
275907, 417.382
275908, 415.622
275934, 412.681
275935, 412.257
275937, 410.615
275938, 409.73
275972, 409.003
275973, 408.461
276038, 407.336
276039, 406.522
276042, 406.307
276043, 405.46
276113, 403.723
276114, 402.927
276146, 401.407
276147, 400.637
276219, 400.196
276220, 399.467
276941, 399.326
276942, 398.954
277409, 398.941
277410, 398.799
278140, 398.734
278141, 398.69
278201, 397.751
279852, 397.631
280228, 397.199
280354, 397.194
281206, 397.168
281207, 397.046
281917, 397.034
281918, 396.941
282611, 396.894
282612, 396.862
282670, 396.832
282671, 396.79
282830, 396.68
282975, 396.543
284320, 396.531
284321, 396.509
284354, 396.503
284355, 396.476
284954, 396.463
284955, 396.448
285608, 396.426
285741, 396.41
286379, 396.409
286380, 396.397
286383, 396.395
286384, 396.384
286416, 396.384
286417, 396.372
286599, 396.332
286662, 396.275
287591, 396.266
299296, 396.253
