funcid,dim,milestone,error
28,10,1,1.816550e+03
28,10,2,1.054089e+03
28,10,3,1.054089e+03
28,10,5,1.054089e+03
28,10,10,1.054089e+03
28,10,20,1.054089e+03
28,10,30,1.054089e+03
28,10,40,1.054089e+03
28,10,50,1.054089e+03
28,10,60,1.054089e+03
28,10,70,1.054089e+03
28,10,80,1.054089e+03
28,10,90,1.054089e+03
28,10,100,1.054089e+03
28,10,1,1.366835e+03
28,10,2,1.366835e+03
28,10,3,1.366835e+03
28,10,5,1.366835e+03
28,10,10,1.366835e+03
28,10,20,1.366835e+03
28,10,30,1.070119e+03
28,10,40,3.000000e+02
28,10,50,3.000000e+02
28,10,60,3.000000e+02
28,10,70,3.000000e+02
28,10,80,3.000000e+02
28,10,90,3.000000e+02
28,10,100,3.000000e+02
28,10,1,3.935391e+02
28,10,2,3.005438e+02
28,10,3,3.000000e+02
28,10,5,3.000000e+02
28,10,10,3.000000e+02
28,10,20,3.000000e+02
28,10,30,3.000000e+02
28,10,40,3.000000e+02
28,10,50,3.000000e+02
28,10,60,3.000000e+02
28,10,70,3.000000e+02
28,10,80,3.000000e+02
28,10,90,3.000000e+02
28,10,100,3.000000e+02
28,10,1,1.204016e+03
28,10,2,1.204016e+03
28,10,3,1.204016e+03
28,10,5,1.204016e+03
28,10,10,1.204016e+03
28,10,20,1.204016e+03
28,10,30,1.204016e+03
28,10,40,1.204016e+03
28,10,50,1.204016e+03
28,10,60,1.204016e+03
28,10,70,6.158226e+02
28,10,80,6.158226e+02
28,10,90,6.158226e+02
28,10,100,6.158226e+02
28,10,1,6.659299e+02
28,10,2,6.659272e+02
28,10,3,6.659272e+02
28,10,5,6.659272e+02
28,10,10,6.659272e+02
28,10,20,6.659272e+02
28,10,30,6.659272e+02
28,10,40,6.659272e+02
28,10,50,6.659272e+02
28,10,60,6.659272e+02
28,10,70,6.659272e+02
28,10,80,4.299154e+02
28,10,90,4.192189e+02
28,10,100,4.192189e+02
28,10,1,1.135186e+03
28,10,2,1.135186e+03
28,10,3,1.135186e+03
28,10,5,1.135186e+03
28,10,10,1.114780e+03
28,10,20,1.114780e+03
28,10,30,3.656778e+02
28,10,40,3.650328e+02
28,10,50,3.650328e+02
28,10,60,3.650328e+02
28,10,70,3.650328e+02
28,10,80,3.650328e+02
28,10,90,3.650328e+02
28,10,100,3.650328e+02
28,10,1,8.605261e+02
28,10,2,8.227480e+02
28,10,3,7.824991e+02
28,10,5,7.824991e+02
28,10,10,7.824991e+02
28,10,20,7.824991e+02
28,10,30,7.824991e+02
28,10,40,7.824991e+02
28,10,50,7.824991e+02
28,10,60,7.824991e+02
28,10,70,7.824991e+02
28,10,80,7.824991e+02
28,10,90,7.824991e+02
28,10,100,3.000000e+02
28,10,1,4.428355e+02
28,10,2,4.276222e+02
28,10,3,4.198289e+02
28,10,5,4.188518e+02
28,10,10,4.188518e+02
28,10,20,4.188518e+02
28,10,30,4.188518e+02
28,10,40,4.188518e+02
28,10,50,4.188518e+02
28,10,60,4.188518e+02
28,10,70,4.188518e+02
28,10,80,4.188518e+02
28,10,90,4.188518e+02
28,10,100,4.188518e+02
28,10,1,4.145981e+03
28,10,2,1.006181e+03
28,10,3,1.006181e+03
28,10,5,1.006181e+03
28,10,10,1.006181e+03
28,10,20,1.006181e+03
28,10,30,1.006181e+03
28,10,40,1.006181e+03
28,10,50,1.006181e+03
28,10,60,1.006181e+03
28,10,70,1.006181e+03
28,10,80,1.006181e+03
28,10,90,1.006181e+03
28,10,100,1.006181e+03
28,10,1,1.057389e+03
28,10,2,1.057389e+03
28,10,3,1.057389e+03
28,10,5,1.057389e+03
28,10,10,1.050299e+03
28,10,20,1.050299e+03
28,10,30,1.050299e+03
28,10,40,7.000849e+02
28,10,50,7.000849e+02
28,10,60,7.000849e+02
28,10,70,7.000849e+02
28,10,80,7.000849e+02
28,10,90,7.000849e+02
28,10,100,7.000849e+02
