funcid,dim,milestone,error
28,30,1,7.876776e+02
28,30,2,6.236176e+02
28,30,3,5.937276e+02
28,30,5,5.928828e+02
28,30,10,5.928828e+02
28,30,20,5.928828e+02
28,30,30,5.928828e+02
28,30,40,5.928828e+02
28,30,50,5.928828e+02
28,30,60,5.928828e+02
28,30,70,5.928828e+02
28,30,80,5.928828e+02
28,30,90,5.928828e+02
28,30,100,5.928828e+02
28,30,1,8.018674e+02
28,30,2,5.717828e+02
28,30,3,5.717828e+02
28,30,5,5.717828e+02
28,30,10,5.717828e+02
28,30,20,5.717828e+02
28,30,30,5.717828e+02
28,30,40,5.717828e+02
28,30,50,5.717828e+02
28,30,60,5.717828e+02
28,30,70,5.717828e+02
28,30,80,5.717828e+02
28,30,90,5.717828e+02
28,30,100,4.520803e+02
28,30,1,5.808485e+02
28,30,2,4.449222e+02
28,30,3,4.213019e+02
28,30,5,4.143456e+02
28,30,10,4.085299e+02
28,30,20,3.834868e+02
28,30,30,3.000000e+02
28,30,40,3.000000e+02
28,30,50,3.000000e+02
28,30,60,3.000000e+02
28,30,70,3.000000e+02
28,30,80,3.000000e+02
28,30,90,3.000000e+02
28,30,100,3.000000e+02
28,30,1,1.140811e+03
28,30,2,6.076057e+02
28,30,3,6.066676e+02
28,30,5,6.066676e+02
28,30,10,6.066676e+02
28,30,20,6.066676e+02
28,30,30,6.066676e+02
28,30,40,6.066676e+02
28,30,50,6.066676e+02
28,30,60,6.066676e+02
28,30,70,6.066676e+02
28,30,80,6.066676e+02
28,30,90,6.066676e+02
28,30,100,6.066676e+02
28,30,1,6.425768e+02
28,30,2,4.887406e+02
28,30,3,4.707877e+02
28,30,5,4.617923e+02
28,30,10,4.048693e+02
28,30,20,3.150314e+02
28,30,30,3.000000e+02
28,30,40,3.000000e+02
28,30,50,3.000000e+02
28,30,60,3.000000e+02
28,30,70,3.000000e+02
28,30,80,3.000000e+02
28,30,90,3.000000e+02
28,30,100,3.000000e+02
28,30,1,8.282085e+02
28,30,2,5.451182e+02
28,30,3,5.305243e+02
28,30,5,4.870427e+02
28,30,10,4.531050e+02
28,30,20,4.498434e+02
28,30,30,4.496101e+02
28,30,40,4.495589e+02
28,30,50,4.495124e+02
28,30,60,4.494703e+02
28,30,70,4.494315e+02
28,30,80,4.493939e+02
28,30,90,4.493545e+02
28,30,100,4.493159e+02
28,30,1,5.265942e+02
28,30,2,4.688904e+02
28,30,3,4.630728e+02
28,30,5,4.580740e+02
28,30,10,4.053038e+02
28,30,20,3.604011e+02
28,30,30,3.000000e+02
28,30,40,3.000000e+02
28,30,50,3.000000e+02
28,30,60,3.000000e+02
28,30,70,3.000000e+02
28,30,80,3.000000e+02
28,30,90,3.000000e+02
28,30,100,3.000000e+02
28,30,1,8.349378e+02
28,30,2,5.413008e+02
28,30,3,4.935484e+02
28,30,5,4.696426e+02
28,30,10,4.568907e+02
28,30,20,4.537950e+02
28,30,30,4.528567e+02
28,30,40,4.525684e+02
28,30,50,4.524251e+02
28,30,60,4.523240e+02
28,30,70,4.522389e+02
28,30,80,4.521600e+02
28,30,90,4.520868e+02
28,30,100,4.520189e+02
28,30,1,6.196060e+02
28,30,2,4.764219e+02
28,30,3,4.672542e+02
28,30,5,4.439189e+02
28,30,10,4.128812e+02
28,30,20,4.018391e+02
28,30,30,3.197620e+02
28,30,40,3.000000e+02
28,30,50,3.000000e+02
28,30,60,3.000000e+02
28,30,70,3.000000e+02
28,30,80,3.000000e+02
28,30,90,3.000000e+02
28,30,100,3.000000e+02
28,30,1,1.017347e+03
28,30,2,5.293647e+02
28,30,3,4.967053e+02
28,30,5,4.609723e+02
28,30,10,3.978138e+02
28,30,20,3.021894e+02
28,30,30,3.000000e+02
28,30,40,3.000000e+02
28,30,50,3.000000e+02
28,30,60,3.000000e+02
28,30,70,3.000000e+02
28,30,80,3.000000e+02
28,30,90,3.000000e+02
28,30,100,3.000000e+02
