funcid,dim,milestone,error
28,30,1,1.105997e+04
28,30,2,1.043016e+04
28,30,3,1.043016e+04
28,30,5,1.026792e+04
28,30,10,1.024978e+04
28,30,20,1.024978e+04
28,30,30,9.294662e+03
28,30,40,8.514482e+03
28,30,50,8.433147e+03
28,30,60,7.192487e+03
28,30,70,7.192487e+03
28,30,80,7.192487e+03
28,30,90,4.721384e+03
28,30,100,4.721384e+03
28,30,1,8.915571e+03
28,30,2,8.915571e+03
28,30,3,5.632166e+03
28,30,5,5.632166e+03
28,30,10,5.632166e+03
28,30,20,5.632166e+03
28,30,30,5.144408e+03
28,30,40,5.144408e+03
28,30,50,5.144408e+03
28,30,60,5.144408e+03
28,30,70,5.144408e+03
28,30,80,5.144408e+03
28,30,90,5.144408e+03
28,30,100,5.144408e+03
28,30,1,1.620306e+04
28,30,2,1.620306e+04
28,30,3,1.620306e+04
28,30,5,1.033442e+04
28,30,10,5.210744e+03
28,30,20,5.159008e+03
28,30,30,5.159008e+03
28,30,40,5.159008e+03
28,30,50,5.159008e+03
28,30,60,5.159008e+03
28,30,70,5.159008e+03
28,30,80,5.159008e+03
28,30,90,5.159008e+03
28,30,100,5.159008e+03
28,30,1,1.558553e+04
28,30,2,1.558553e+04
28,30,3,9.877928e+03
28,30,5,9.808458e+03
28,30,10,9.580305e+03
28,30,20,9.050972e+03
28,30,30,7.655655e+03
28,30,40,4.304061e+03
28,30,50,4.304061e+03
28,30,60,4.304061e+03
28,30,70,4.304061e+03
28,30,80,4.304061e+03
28,30,90,4.304061e+03
28,30,100,4.304061e+03
28,30,1,8.806311e+03
28,30,2,8.806311e+03
28,30,3,8.806311e+03
28,30,5,7.010716e+03
28,30,10,7.005620e+03
28,30,20,7.005620e+03
28,30,30,4.465647e+03
28,30,40,4.465647e+03
28,30,50,4.465647e+03
28,30,60,4.465647e+03
28,30,70,4.219072e+03
28,30,80,4.219072e+03
28,30,90,4.219072e+03
28,30,100,4.219072e+03
28,30,1,2.066192e+04
28,30,2,2.066192e+04
28,30,3,1.992217e+04
28,30,5,1.992217e+04
28,30,10,1.316600e+04
28,30,20,1.123141e+04
28,30,30,7.922359e+03
28,30,40,7.922359e+03
28,30,50,7.922359e+03
28,30,60,7.922359e+03
28,30,70,7.922359e+03
28,30,80,7.922359e+03
28,30,90,5.340704e+03
28,30,100,5.340704e+03
28,30,1,2.236558e+04
28,30,2,1.512321e+04
28,30,3,1.512321e+04
28,30,5,8.450821e+03
28,30,10,8.447562e+03
28,30,20,8.447562e+03
28,30,30,8.447562e+03
28,30,40,6.579480e+03
28,30,50,6.579480e+03
28,30,60,6.579480e+03
28,30,70,6.579480e+03
28,30,80,6.579480e+03
28,30,90,6.579480e+03
28,30,100,6.579480e+03
28,30,1,9.074098e+03
28,30,2,8.300702e+03
28,30,3,8.300702e+03
28,30,5,8.300702e+03
28,30,10,8.300702e+03
28,30,20,7.789949e+03
28,30,30,7.789949e+03
28,30,40,5.171060e+03
28,30,50,5.171060e+03
28,30,60,5.171060e+03
28,30,70,5.171060e+03
28,30,80,5.171060e+03
28,30,90,5.171060e+03
28,30,100,5.171060e+03
28,30,1,1.593107e+04
28,30,2,1.006896e+04
28,30,3,9.872243e+03
28,30,5,9.872243e+03
28,30,10,8.710095e+03
28,30,20,8.231826e+03
28,30,30,4.136889e+03
28,30,40,4.136889e+03
28,30,50,4.136889e+03
28,30,60,4.136889e+03
28,30,70,4.136889e+03
28,30,80,4.136889e+03
28,30,90,4.136889e+03
28,30,100,4.136889e+03
28,30,1,1.492597e+04
28,30,2,1.307261e+04
28,30,3,1.307261e+04
28,30,5,1.257204e+04
28,30,10,5.634124e+03
28,30,20,5.634124e+03
28,30,30,5.634124e+03
28,30,40,5.634124e+03
28,30,50,5.634124e+03
28,30,60,5.634124e+03
28,30,70,5.634124e+03
28,30,80,5.634124e+03
28,30,90,5.581167e+03
28,30,100,5.581167e+03
