funcid,dim,milestone,error
2,30,1,3.411915e+55
2,30,2,3.411915e+55
2,30,3,3.411915e+55
2,30,5,3.411915e+55
2,30,10,2.795180e+52
2,30,20,2.795180e+52
2,30,30,1.567581e+42
2,30,40,1.567581e+42
2,30,50,1.567581e+42
2,30,60,1.567581e+42
2,30,70,1.567581e+42
2,30,80,1.567581e+42
2,30,90,1.567581e+42
2,30,100,1.567581e+42
2,30,1,6.411277e+65
2,30,2,6.411277e+65
2,30,3,6.411277e+65
2,30,5,6.411277e+65
2,30,10,5.566188e+57
2,30,20,5.566188e+57
2,30,30,1.022810e+51
2,30,40,1.022810e+51
2,30,50,1.022810e+51
2,30,60,1.022810e+51
2,30,70,1.022810e+51
2,30,80,1.022810e+51
2,30,90,6.998691e+44
2,30,100,6.998691e+44
2,30,1,6.380044e+57
2,30,2,6.380044e+57
2,30,3,6.380044e+57
2,30,5,6.380044e+57
2,30,10,6.380044e+57
2,30,20,3.088726e+52
2,30,30,1.460665e+49
2,30,40,1.460665e+49
2,30,50,1.460665e+49
2,30,60,1.460665e+49
2,30,70,9.907073e+45
2,30,80,9.907073e+45
2,30,90,9.907073e+45
2,30,100,9.907073e+45
2,30,1,3.871106e+65
2,30,2,3.871106e+65
2,30,3,3.871106e+65
2,30,5,3.871106e+65
2,30,10,1.504828e+49
2,30,20,1.504828e+49
2,30,30,1.504828e+49
2,30,40,1.504828e+49
2,30,50,1.504828e+49
2,30,60,1.504828e+49
2,30,70,1.504828e+49
2,30,80,1.504828e+49
2,30,90,6.512193e+45
2,30,100,6.512193e+45
2,30,1,1.026490e+61
2,30,2,1.026490e+61
2,30,3,1.026490e+61
2,30,5,1.026490e+61
2,30,10,7.131140e+54
2,30,20,1.821179e+50
2,30,30,1.821179e+50
2,30,40,1.821179e+50
2,30,50,1.821179e+50
2,30,60,1.821179e+50
2,30,70,1.821179e+50
2,30,80,1.539645e+50
2,30,90,1.539645e+50
2,30,100,3.034738e+42
2,30,1,8.775088e+62
2,30,2,8.775088e+62
2,30,3,8.775088e+62
2,30,5,8.775088e+62
2,30,10,3.921219e+57
2,30,20,2.864202e+55
2,30,30,1.410092e+51
2,30,40,1.410092e+51
2,30,50,1.410092e+51
2,30,60,1.410092e+51
2,30,70,1.410092e+51
2,30,80,1.410092e+51
2,30,90,6.069731e+48
2,30,100,2.048980e+42
2,30,1,6.509598e+51
2,30,2,6.509598e+51
2,30,3,6.509598e+51
2,30,5,6.509598e+51
2,30,10,7.501555e+46
2,30,20,7.501555e+46
2,30,30,7.501555e+46
2,30,40,7.501555e+46
2,30,50,7.501555e+46
2,30,60,7.501555e+46
2,30,70,7.501555e+46
2,30,80,7.501555e+46
2,30,90,7.501555e+46
2,30,100,3.272738e+45
2,30,1,1.956951e+49
2,30,2,1.956951e+49
2,30,3,1.956951e+49
2,30,5,1.956951e+49
2,30,10,1.956951e+49
2,30,20,1.956951e+49
2,30,30,1.956951e+49
2,30,40,1.956951e+49
2,30,50,1.546141e+42
2,30,60,1.546141e+42
2,30,70,1.546141e+42
2,30,80,1.546141e+42
2,30,90,1.546141e+42
2,30,100,1.546141e+42
2,30,1,4.779483e+55
2,30,2,4.779483e+55
2,30,3,4.779483e+55
2,30,5,4.779483e+55
2,30,10,3.069388e+48
2,30,20,3.069388e+48
2,30,30,3.069388e+48
2,30,40,3.069388e+48
2,30,50,3.069388e+48
2,30,60,7.179372e+43
2,30,70,7.179372e+43
2,30,80,7.179372e+43
2,30,90,7.179372e+43
2,30,100,7.179372e+43
2,30,1,7.235288e+53
2,30,2,7.235288e+53
2,30,3,7.235288e+53
2,30,5,7.235288e+53
2,30,10,5.945822e+48
2,30,20,5.945822e+48
2,30,30,5.945822e+48
2,30,40,1.380734e+41
2,30,50,1.380734e+41
2,30,60,1.380734e+41
2,30,70,1.380734e+41
2,30,80,1.380734e+41
2,30,90,1.380734e+41
2,30,100,1.380734e+41
